Id,qc_code,LotFrontage,LotArea,BldgType,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
train_996,25418193,75,9505,1Fam,1,2,6,2002,1057,4,GasA,Y,1382,0,2009,220547.885530231
train_1276,25418193,80,14200,1Fam,2,0,7,2002,846,4,GasA,Y,2262,0,2009,266354.175946623
train_5854,25418193,108,9612,1Fam,2,1,9,2002,1436,3,GasA,Y,1766,0,2006,271982.725979079
train_7045,25418193,55,12384,Duplex,3,0,7,2002,1200,3,GasA,Y,1636,0,2008,218960.515805692
train_8308,25418193,104,9382,TwnhsE,1,1,6,2002,825,3,GasA,Y,1053,0,2009,183649.758027571
test_582,25418193,,8410,TwnhsE,1,0,5,2002,1822,3,GasA,Y,1712,0,2009,
test_3606,25418193,110,6040,Twnhs,1,0,8,2002,910,2,GasA,Y,2149,0,2009,
train_8438,19317133,72,11070,1Fam,2,1,6,2002,1184,4,GasW,Y,2448,0,2007,322837.024899388
train_1698,1534992,,10171,1Fam,2,0,6,2002,0,3,GasA,Y,1852,0,2009,224097.747575247
train_7433,1534992,71,8197,1Fam,1,0,7,2002,884,3,GasA,Y,1588,0,2006,282154.149098841
train_5981,68169249,85,15602,2fmCon,2,0,7,2002,1845,3,GasA,Y,1767,0,2008,304917.123361524
train_425,1222416,55,10200,TwnhsE,1,0,5,2003,768,2,GasA,Y,1959,0,2009,252230.218894456
train_7310,1222416,71,7015,1Fam,2,0,11,2003,936,3,GasA,Y,1056,0,2006,167853.909534048
train_9225,1222416,174,14442,1Fam,2,1,6,2003,1266,3,GasA,Y,1244,0,2006,198429.454559475
train_5928,248154,80,15593,1Fam,2,0,7,2003,853,4,GasA,N,1355,0,2007,256875.622334591
train_1546,15913586,55,12508,1Fam,2,1,6,2003,1144,3,GasA,Y,987,0,2010,248102.350233836
train_431,215176202,82,6060,1Fam,1,0,5,2003,731,3,GasA,Y,1242,0,2008,159647.022177558
train_8637,215176202,100,14145,1Fam,2,1,7,2003,0,3,GasA,Y,999,0,2006,131277.782391814
train_4234,781902,40,5232,1Fam,2,0,10,2003,970,2,GasA,Y,864,0,2008,140110.339522147
test_3566,66181210,105,13072,1Fam,2,0,6,2003,1489,3,GasA,Y,784,0,2008,
train_4825,129251161,75,115149,1Fam,2,0,8,2003,560,2,GasA,Y,1442,0,2010,170224.814680417
test_875,129251161,97,6173,1Fam,2,0,5,2003,864,4,GasA,Y,1494,0,2006,
test_2230,129251161,67,13006,Duplex,1,0,6,2003,1057,2,GasA,Y,1378,0,2009,
test_4246,129251161,88,7438,1Fam,1,2,10,2003,882,3,GasA,Y,2080,0,2007,
train_4936,681210,,2665,1Fam,3,0,9,2003,1040,3,GasA,Y,1869,0,2009,162739.95837756
train_6421,681210,,6820,Duplex,2,1,11,2003,1164,4,GasA,Y,334,0,2007,102641.205252911
train_7779,681210,82,6900,1Fam,1,0,7,2003,799,3,GasA,Y,1100,0,2006,123503.428030342
test_4079,681210,70,13006,Duplex,1,0,6,2003,866,1,GasA,Y,1718,0,2009,
train_5222,231147216,58,12493,TwnhsE,2,1,7,2003,952,3,GasA,N,2042,0,2008,163330.914662546
train_8364,14221313,82,10005,1Fam,3,0,6,2003,912,3,GasA,Y,825,0,2009,152172.268672985
train_57,23232234,30,8450,TwnhsE,1,0,7,2003,1396,3,GasA,Y,1040,0,2007,159324.292888168
train_339,23232234,64,3010,1Fam,2,0,10,2003,768,4,GasA,Y,2046,0,2009,129629.781542059
train_1178,23232234,79,11050,1Fam,2,1,5,2003,1065,3,GasA,Y,1919,0,2009,211653.343681561
train_1920,23232234,,10800,1Fam,1,0,6,2003,728,4,GasA,Y,1441,0,2010,156768.364800827
train_3280,23232234,65,11923,1Fam,2,0,7,2003,1092,3,GasA,Y,1717,0,2010,148826.124645607
train_3366,23232234,51,13891,1Fam,1,1,10,2003,816,2,GasA,Y,1464,0,2006,135532.439202564
train_4320,23232234,70,1300,1Fam,1,0,7,2003,844,3,GasA,Y,1603,0,2009,187730.443406658
train_4342,23232234,107,16033,1Fam,1,0,6,2003,1120,3,GasA,Y,1092,0,2007,168417.114336981
train_4670,23232234,78,11457,2fmCon,1,0,7,2003,1638,3,GasA,Y,2520,0,2006,227363.512023451
train_4846,23232234,,9873,1Fam,1,0,6,2003,816,3,GasA,N,1872,0,2008,153891.762339345
train_4911,23232234,70,9450,1Fam,1,0,5,2003,720,4,GasA,Y,904,0,2007,159861.251109987
train_4996,23232234,94,9967,1Fam,1,0,5,2003,864,2,GasA,Y,2473,0,2010,232875.878071624
train_5278,23232234,21,4500,1Fam,2,1,5,2003,840,2,GasA,Y,1340,0,2009,134200.619922144
train_7589,23232234,,4438,1Fam,1,0,7,2003,1926,3,GasA,Y,1337,0,2007,163709.824085664
train_7662,23232234,57,215245,1Fam,2,0,7,2003,1414,4,GasA,Y,864,0,2006,173449.02927943
train_8115,23232234,,11000,1Fam,1,0,7,2003,861,3,GasA,Y,1004,0,2008,105458.495741324
train_8177,23232234,68,17104,1Fam,2,0,6,2003,1318,2,GasA,Y,1287,0,2008,186687.692340311
test_517,23232234,34,6858,1Fam,2,0,7,2003,793,3,GasA,Y,866,0,2007,
test_950,23232234,77,8546,1Fam,1,0,4,2003,1705,4,GasA,Y,2646,0,2006,
test_1101,23232234,68,13474,1Fam,2,0,6,2003,1228,5,GasA,Y,1713,0,2006,
test_1774,23232234,,9742,1Fam,2,1,6,2003,1088,3,GasA,Y,1324,0,2008,
test_2044,23232234,70,9571,1Fam,2,0,7,2003,864,4,GasA,Y,2087,0,2009,
test_2140,23232234,75,6762,1Fam,1,0,8,2003,813,3,Grav,Y,1073,0,2008,
test_3918,23232234,,12589,1Fam,2,0,7,2003,1030,3,GasA,Y,2392,0,2008,
test_4219,23232234,95,8925,1Fam,2,0,5,2003,1073,3,GasA,Y,1092,0,2009,
train_5936,1312151,65,12474,1Fam,2,1,7,2003,856,4,GasA,Y,2713,0,2007,254382.070857968
train_7270,1312151,,7024,1Fam,1,0,6,2003,1324,4,GasA,Y,1350,0,2008,167533.373577819
train_7941,1312151,60,10530,1Fam,2,1,8,2003,1062,2,GasA,Y,1728,0,2009,164931.772673738
test_3992,1312151,24,12508,1Fam,1,1,7,2003,1092,2,GasA,Y,1548,0,2006,
test_4768,1312151,86,12224,Duplex,1,1,6,2003,1041,3,GasA,Y,1774,0,2008,
train_545,5082142,52,15611,1Fam,1,1,7,2003,928,3,GasA,Y,1680,0,2007,151894.851434154
train_3665,5082142,45,13101,1Fam,1,0,6,2003,1704,4,GasA,Y,1728,0,2007,228866.329083995
test_409,5082142,67,9525,1Fam,2,0,9,2003,0,3,GasA,Y,1484,0,2009,
test_2004,5082142,,3182,Twnhs,1,0,6,2003,1057,4,GasA,Y,1560,0,2007,
train_2348,22521240,74,9018,1Fam,2,0,7,2003,1148,3,GasA,Y,3279,0,2007,213247.612630644
train_9741,22521240,68,9450,1Fam,1,0,9,2003,1288,3,GasA,Y,816,0,2006,132992.801178166
train_3534,2429160,55,3922,1Fam,2,1,6,2003,702,3,GasA,Y,1003,0,2006,115154.312438439
test_4448,2429160,,7819,1Fam,0,1,9,2003,926,3,GasA,Y,1750,0,2006,
train_25,19921184,75,10289,1Fam,2,0,6,2003,1643,3,GasA,N,1352,0,2008,177663.384497475
train_250,19921184,70,12155,1Fam,2,0,7,2003,561,3,GasA,Y,2082,0,2007,196725.468311516
train_1529,19921184,96,12160,1Fam,2,0,8,2003,1584,2,GasA,Y,1595,0,2007,183640.137692647
train_1849,19921184,60,7590,1Fam,1,1,6,2003,1097,3,GasA,Y,3112,0,2009,214260.66375356
train_2022,19921184,75,9600,1Fam,2,1,8,2003,1728,3,GasA,Y,1416,0,2009,236262.455651167
train_2262,19921184,66,12822,1Fam,1,0,6,2003,798,2,GasA,Y,1277,0,2006,153728.164590767
train_2278,19921184,,13474,2fmCon,2,1,11,2003,1752,2,GasA,Y,1852,0,2008,213159.651636189
train_2732,19921184,62,9967,TwnhsE,1,0,6,2003,660,3,GasA,Y,864,0,2006,164557.540494077
train_3617,19921184,60,7851,1Fam,2,0,6,2003,1561,2,GasA,Y,1961,0,2007,210345.896798667
train_4125,19921184,77,7937,1Fam,2,1,8,2003,1494,4,GasA,Y,1516,0,2008,197518.680241379
train_4282,19921184,60,8658,1Fam,2,0,7,2003,1078,3,GasA,Y,1960,0,2007,199252.017743106
train_4602,19921184,116,7879,1Fam,2,0,5,2003,793,3,GasA,Y,1200,0,2010,140617.562423494
train_4649,19921184,,9430,Duplex,1,0,12,2003,768,4,GasA,Y,2630,0,2006,177543.866483127
train_5043,19921184,65,8470,1Fam,2,0,6,2003,1728,2,GasA,Y,1319,0,2009,169712.15312876
train_5234,19921184,,3182,1Fam,2,0,6,2003,600,2,GasA,Y,1262,0,2007,152083.0103319
train_5262,19921184,98,34650,Twnhs,2,0,6,2003,672,4,GasA,Y,1336,0,2008,160649.416625651
train_5344,19921184,78,11717,1Fam,1,0,7,2003,3206,3,GasA,Y,1117,0,2008,194080.530406397
train_5382,19921184,60,2308,1Fam,2,0,5,2003,483,3,GasA,Y,2473,0,2009,173108.964807963
train_5469,19921184,24,10656,Twnhs,1,0,6,2003,788,3,GasA,Y,1872,0,2006,192669.398901926
train_5883,19921184,66,5100,1Fam,1,1,5,2003,960,5,GasA,Y,2365,0,2009,132855.96900212
train_5946,19921184,70,9020,1Fam,2,0,6,2003,1488,4,GasA,Y,988,0,2008,150465.595626663
train_6092,19921184,98,4750,1Fam,1,1,8,2003,1860,3,GasA,Y,1232,0,2006,176480.549219804
train_6216,19921184,80,15523,1Fam,1,0,6,2003,1638,4,GasA,Y,1310,0,2009,208024.226913483
train_6480,19921184,80,3378,1Fam,1,0,6,2003,784,4,GasA,Y,1056,0,2006,148967.092094439
train_6627,19921184,76,13006,1Fam,2,1,6,2003,2217,3,GasA,Y,2392,0,2006,236305.654524559
train_6854,19921184,65,8640,Duplex,2,0,5,2003,1670,2,GasA,Y,816,0,2007,212305.310796779
train_6875,19921184,,10921,1Fam,1,0,5,2003,855,3,GasA,Y,1506,0,2009,206168.989265083
train_7228,19921184,,10552,1Fam,1,1,5,2003,1079,3,GasA,Y,1721,0,2008,172492.87292311
train_7241,19921184,60,9100,1Fam,1,1,7,2003,804,3,GasA,Y,2153,0,2009,183449.995151399
train_7720,19921184,83,8846,1Fam,2,0,6,2003,1734,3,GasA,Y,1150,0,2006,184537.888530578
train_7781,19921184,74,10624,1Fam,1,1,6,2003,1181,3,GasA,Y,803,0,2009,141034.156783749
train_7971,19921184,75,11700,1Fam,1,0,7,2003,1237,3,GasA,Y,1768,0,2009,168534.110958955
train_8139,19921184,70,14364,1Fam,2,0,6,2003,600,3,GasA,Y,1164,0,2008,154265.474976099
train_8313,19921184,21,4500,1Fam,1,0,6,2003,848,3,GasA,Y,1053,0,2009,114147.704735015
train_8482,19921184,60,11500,TwnhsE,2,0,7,2003,728,3,GasA,Y,1375,0,2007,167907.237255795
train_8608,19921184,75,11625,1Fam,1,0,6,2003,2392,4,GasA,Y,1302,0,2008,198039.637055775
train_8712,19921184,66,11341,1Fam,2,0,7,2003,1210,4,GasA,Y,1634,0,2007,177408.408214865
train_8867,19921184,56,9600,Duplex,2,1,6,2003,540,4,GasA,Y,1431,0,2009,156551.60673966
train_9420,19921184,60,5684,1Fam,2,1,6,2003,1212,2,GasA,Y,1728,0,2007,181248.218545298
train_9484,19921184,,9100,1Fam,1,0,10,2003,1164,3,GasA,N,1557,0,2008,192000.107994246
train_9611,19921184,56,7200,TwnhsE,2,0,6,2003,972,3,GasA,Y,1152,0,2010,157136.254827931
test_88,19921184,,14006,1Fam,2,0,5,2003,1473,3,GasA,Y,1284,0,2010,
test_476,19921184,70,9550,1Fam,1,1,5,2003,1215,2,GasA,Y,1541,0,2008,
test_716,19921184,,8820,1Fam,3,1,6,2003,847,2,GasA,Y,1116,0,2006,
test_886,19921184,72,8250,Duplex,2,1,5,2003,789,3,GasA,Y,1905,0,2007,
test_1034,19921184,80,215245,1Fam,2,1,6,2003,1008,3,GasA,Y,334,0,2009,
test_1082,19921184,,12493,1Fam,1,1,6,2003,1686,4,GasA,Y,936,0,2006,
test_1211,19921184,74,9020,1Fam,2,0,7,2003,1304,3,GasA,Y,1339,0,2008,
test_1933,19921184,63,3230,Duplex,2,1,7,2003,1482,3,GasA,Y,1728,0,2008,
test_2107,19921184,69,16226,1Fam,2,0,6,2003,2153,2,GasA,Y,1680,0,2008,
test_2162,19921184,90,9248,1Fam,2,1,5,2003,1214,2,GasA,Y,2794,0,2009,
test_2513,19921184,65,7200,1Fam,1,1,6,2003,1070,4,GasA,Y,1470,0,2006,
test_2672,19921184,85,7630,TwnhsE,1,1,8,2003,1276,4,GasA,Y,1163,0,2006,
test_2673,19921184,,22950,1Fam,1,0,6,2003,1330,3,GasA,Y,2224,0,2008,
test_2793,19921184,75,4590,1Fam,2,1,6,2003,847,3,GasA,Y,672,0,2006,
test_2839,19921184,63,5720,1Fam,2,0,4,2003,1216,3,GasA,Y,1340,0,2008,
test_2855,19921184,75,11838,1Fam,2,1,6,2003,1114,3,GasA,Y,864,0,2007,
test_3011,19921184,85,13500,1Fam,1,1,8,2003,0,3,GasA,Y,1588,0,2007,
test_3340,19921184,,8100,1Fam,1,0,9,2003,616,3,GasA,Y,803,0,2010,
test_3425,19921184,47,6600,1Fam,1,0,7,2003,1107,1,GasA,Y,1065,0,2010,
test_3832,19921184,78,6780,2fmCon,2,1,7,2003,616,3,GasA,Y,1856,0,2008,
test_3984,19921184,60,4438,TwnhsE,1,0,9,2003,1277,1,GasA,Y,1496,0,2010,
test_4069,19921184,85,13704,1Fam,2,1,11,2003,939,3,GasA,Y,2414,0,2009,
test_4167,19921184,65,10800,1Fam,2,1,6,2003,912,3,GasA,Y,1136,0,2009,
test_4323,19921184,99,12886,1Fam,2,0,6,2003,1442,3,GasA,Y,1839,0,2008,
test_4468,19921184,71,11404,1Fam,1,0,8,2003,1216,3,GasA,Y,1838,0,2008,
test_4538,19921184,65,9600,1Fam,2,0,6,2003,686,3,GasA,Y,1344,0,2009,
test_4756,19921184,47,2280,1Fam,1,1,4,2003,0,3,GasA,Y,980,0,2007,
train_1012,2860211,76,2500,1Fam,2,1,8,2003,1700,3,GasA,Y,1277,0,2007,177260.387500389
train_1510,2860211,88,10197,1Fam,1,0,9,2003,630,3,GasA,Y,773,0,2010,100427.512889852
train_1627,2860211,39,14145,1Fam,2,0,6,2003,1053,2,GasA,Y,1120,0,2010,146565.201632412
train_2066,2860211,120,2308,1Fam,1,1,6,2003,901,4,GasA,Y,1960,0,2007,120736.244392856
train_3631,2860211,75,1680,1Fam,2,0,7,2003,832,4,GasA,Y,1640,0,2006,187046.850356937
train_5012,2860211,70,9800,1Fam,1,0,5,2003,840,4,GasA,Y,1767,0,2006,148245.495623052
train_5046,2860211,70,7153,TwnhsE,1,0,8,2003,713,2,GasA,N,1306,0,2009,158629.59115689
train_5969,2860211,62,8712,TwnhsE,2,0,5,2003,1029,3,GasA,Y,1040,0,2006,124719.114825062
train_6020,2860211,58,7711,1Fam,2,1,5,2003,1413,3,GasA,Y,1632,0,2007,159325.929483091
train_6335,2860211,82,9591,1Fam,2,0,6,2003,793,3,GasA,Y,1924,0,2009,194615.096548093
train_7395,2860211,60,15660,1Fam,2,0,4,2003,576,3,GasA,Y,1362,0,2006,184739.189340545
train_7915,2860211,,7332,1Fam,1,1,8,2003,1431,2,GasA,Y,1358,0,2006,186501.578811257
train_8281,2860211,60,10603,1Fam,1,0,4,2003,832,3,GasA,Y,864,0,2007,152358.976959203
train_9703,2860211,101,7390,1Fam,3,1,6,2003,864,2,GasA,Y,1412,0,2008,143769.825148235
train_9781,2860211,72,14006,1Fam,1,0,7,2003,1922,3,GasA,Y,1386,0,2006,225283.746224541
test_148,2860211,67,7875,1Fam,1,1,7,2003,1516,3,GasA,N,1494,0,2008,
test_479,2860211,50,9967,1Fam,2,1,9,2003,943,3,GasA,Y,1635,0,2009,
test_617,2860211,75,10240,1Fam,2,0,6,2003,1650,2,GasA,Y,3112,0,2009,
test_689,2860211,53,21780,1Fam,2,0,6,2003,1392,3,GasA,Y,1029,0,2009,
test_976,2860211,75,7200,TwnhsE,2,0,7,2003,755,3,GasA,Y,1482,0,2007,
test_1199,2860211,63,10386,1Fam,1,0,8,2003,1040,3,GasA,Y,1728,0,2008,
test_1373,2860211,,17920,1Fam,1,1,8,2003,0,3,GasA,Y,1905,0,2009,
test_1451,2860211,80,20896,1Fam,1,0,6,2003,802,4,GasA,Y,2473,0,2009,
test_1964,2860211,60,14260,1Fam,1,1,7,2003,761,3,GasA,Y,1095,0,2008,
test_3056,2860211,70,5600,1Fam,1,1,5,2003,525,2,GasA,Y,1152,0,2008,
test_3652,2860211,83,13286,1Fam,1,1,7,2003,811,2,GasA,Y,901,0,2008,
test_3662,2860211,85,5600,1Fam,2,0,6,2003,1097,3,GasA,Y,1229,0,2010,
test_4237,2860211,103,19378,1Fam,2,0,5,2003,2136,2,GasA,Y,1200,0,2006,
train_29,4121950,,9591,1Fam,2,1,5,2003,1638,3,GasA,Y,1225,0,2007,191016.34649265
train_145,4121950,70,34650,1Fam,1,0,6,2003,1001,3,GasA,Y,2183,0,2007,199216.840599566
train_536,4121950,,10106,1Fam,2,0,8,2003,1126,1,GasA,Y,2020,0,2008,176567.579843704
train_874,4121950,,11717,1Fam,2,0,6,2003,1158,3,GasA,Y,1560,0,2010,179652.949919448
train_3035,4121950,,11694,1Fam,1,0,8,2003,738,3,GasA,Y,987,0,2007,136971.808762568
train_3610,4121950,52,5000,1Fam,1,1,7,2003,1479,2,GasA,Y,1826,0,2009,150269.51147047
train_3687,4121950,,8925,TwnhsE,1,0,7,2003,1200,3,GasA,Y,1872,0,2010,209971.895731091
train_3726,4121950,72,7332,1Fam,1,0,8,2003,738,2,GasA,Y,1054,0,2006,125173.85436592
train_3825,4121950,80,7060,1Fam,2,0,7,2003,1454,4,GasA,Y,1232,0,2009,189371.658652767
train_3917,4121950,78,9600,1Fam,1,1,4,2003,1065,3,GasA,Y,1620,0,2008,197939.027031636
train_4226,4121950,65,10142,1Fam,1,0,7,2003,936,4,GasA,Y,1250,0,2006,170553.385284041
train_5006,4121950,,10395,1Fam,2,0,7,2003,960,3,GasA,Y,1709,0,2010,178565.794415033
train_6201,4121950,79,8070,1Fam,2,0,5,2003,1414,2,GasA,Y,1392,0,2010,222812.757077075
train_7683,4121950,70,10570,1Fam,1,0,6,2003,1144,3,GasA,Y,1501,0,2006,135724.41374684
train_8506,4121950,60,5400,1Fam,2,0,6,2003,1086,3,GasA,Y,1680,0,2010,156540.827140286
train_9050,4121950,30,7200,1Fam,3,1,6,2003,1470,0,GasA,Y,2134,0,2006,201230.120152018
train_9328,4121950,,15611,Twnhs,1,0,6,2003,816,1,GasA,Y,1836,0,2009,156250.70572954
test_481,4121950,83,12615,1Fam,3,0,5,2003,1626,3,GasA,Y,1961,0,2007,
test_1754,4121950,50,7420,1Fam,2,0,6,2003,972,3,GasA,Y,2978,0,2008,
test_2177,4121950,34,11316,1Fam,1,0,5,2003,1406,3,GasA,Y,4676,0,2009,
test_2748,4121950,50,10410,1Fam,3,1,7,2003,918,3,GasA,Y,3608,0,2008,
train_1594,24644229,70,16033,1Fam,1,1,4,2003,0,3,GasA,Y,1512,0,2008,159194.772507902
train_4539,24644229,,9525,TwnhsE,2,0,4,2003,672,2,GasA,Y,1092,0,2008,110309.573488456
train_7414,24644229,52,7758,2fmCon,2,0,6,2003,1153,3,GasA,Y,987,0,2007,149279.179004799
train_7558,24644229,,9920,1Fam,1,1,6,2003,783,3,GasA,Y,1709,0,2008,147658.632527012
train_8473,24644229,75,7162,Twnhs,2,0,7,2003,794,2,GasA,Y,1203,0,2007,153979.297757926
test_99,24644229,,10208,1Fam,2,1,6,2003,1470,4,GasA,Y,894,0,2009,
test_198,24644229,,10800,1Fam,2,0,5,2003,1379,2,GasA,Y,1595,0,2009,
test_1227,24644229,47,9360,1Fam,1,0,7,2003,1152,3,GasA,Y,1718,0,2008,
train_4151,119193197,34,11645,1Fam,2,0,5,2003,1362,2,GasA,Y,912,0,2006,135867.168828109
train_5814,2679238,60,15138,1Fam,2,0,4,2003,1086,2,GasA,Y,2267,0,2009,179071.421060491
test_514,7554117,100,10200,1Fam,2,1,8,2003,927,3,GasA,N,2256,0,2006,
train_2140,22012553,60,8849,1Fam,2,0,5,2003,990,3,GasA,Y,2243,0,2008,158231.370728322
train_4879,22012553,70,8640,1Fam,2,0,7,2003,600,3,GasA,Y,1603,0,2007,156572.36879793
train_6357,22012553,100,10927,1Fam,2,0,7,2003,612,3,GasA,Y,1381,0,2007,154295.671088958
train_7350,22012553,50,4750,1Fam,2,0,8,2003,915,4,GasA,N,943,0,2006,153223.010191425
train_8627,22012553,,10500,1Fam,2,0,6,2003,732,3,GasA,Y,1732,0,2007,139148.685396451
test_2606,22012553,76,11717,1Fam,1,0,6,2003,1040,2,GasA,Y,1494,0,2006,
train_4,87199179,71,24090,1Fam,1,0,6,2003,1002,2,GasA,Y,1200,0,2006,148457.321119175
train_52,87199179,34,6240,1Fam,2,0,6,2003,1112,2,GasA,Y,1277,0,2009,174763.836554523
train_101,87199179,101,17600,1Fam,2,0,7,2003,1454,3,GasA,Y,1086,0,2010,153245.509699766
train_1465,87199179,,9786,1Fam,2,0,6,2003,1385,3,GasA,Y,1484,0,2007,166786.464848069
train_1715,87199179,60,2448,1Fam,1,0,8,2003,1766,3,GasA,Y,2240,0,2007,206442.569292616
train_1792,87199179,42,8925,1Fam,2,1,8,2003,1860,3,GasA,Y,2149,0,2006,219716.71989728
train_1800,87199179,74,8820,1Fam,1,0,7,2003,1057,2,GasA,Y,943,0,2006,179636.43285604
train_2616,87199179,75,10728,TwnhsE,3,1,8,2003,1768,3,GasA,Y,1047,0,2008,235639.907257092
train_2693,87199179,81,5000,1Fam,2,0,7,2003,1144,5,GasA,Y,1316,0,2009,136128.83125164
train_3106,87199179,100,3604,1Fam,2,0,3,2003,1396,3,GasA,Y,1714,0,2006,176745.542845118
train_3214,87199179,73,10012,1Fam,1,0,4,2003,943,2,GasA,Y,1123,0,2007,145373.316126531
train_3454,87199179,80,7758,Twnhs,2,1,9,2003,1040,2,GasA,Y,894,0,2010,106816.804511708
train_3755,87199179,60,11198,1Fam,1,0,4,2003,1488,3,GasA,Y,1442,0,2007,194223.280568426
train_4167,87199179,60,9855,Twnhs,1,0,8,2003,1800,2,GasA,Y,1682,0,2006,217955.337195396
train_4207,87199179,67,8834,1Fam,2,0,6,2003,1410,2,GasA,Y,1539,0,2010,175499.854702313
train_4658,87199179,94,9590,1Fam,2,0,8,2003,1052,2,GasA,Y,747,0,2006,145854.754190934
train_4874,87199179,33,4590,1Fam,1,1,6,2003,1078,2,GasA,Y,864,0,2006,152283.355018652
train_5318,87199179,85,8120,1Fam,2,0,6,2003,1208,3,GasA,Y,2127,0,2008,217213.974413363
train_5330,87199179,43,2522,Twnhs,1,0,7,2003,0,2,GasA,Y,1651,0,2008,134609.935443735
train_5471,87199179,57,9150,TwnhsE,2,1,6,2003,1416,4,GasA,Y,1232,0,2007,198073.728945087
train_5545,87199179,63,10800,1Fam,1,0,5,2003,912,3,GasA,Y,1114,0,2008,121771.633585264
train_5605,87199179,,10437,1Fam,1,0,7,2003,1720,3,GasA,Y,1097,0,2009,191548.224803215
train_5705,87199179,69,159000,1Fam,2,0,8,2003,1164,3,GasA,Y,1167,0,2006,202650.747648091
train_5707,87199179,34,11426,1Fam,2,1,8,2003,483,2,GasA,Y,1212,0,2009,144512.085083943
train_6604,87199179,75,11616,1Fam,2,0,6,2003,1436,3,GasA,Y,981,0,2006,171234.758197969
train_6677,87199179,91,9187,TwnhsE,2,0,7,2003,1575,3,GasA,Y,1429,0,2007,199026.648450717
train_6718,87199179,92,6762,1Fam,1,0,6,2003,1228,3,GasA,Y,1478,0,2009,179028.179015694
train_6902,87199179,,8366,1Fam,2,0,5,2003,1498,3,GasA,Y,1372,0,2008,178125.725914517
train_7029,87199179,80,10530,1Fam,1,0,7,2003,1267,2,GasA,Y,1756,0,2006,229605.678462034
train_7188,87199179,85,5105,1Fam,2,1,7,2003,1163,3,GasA,Y,1232,0,2007,133576.037262125
train_7256,87199179,65,8475,1Fam,2,1,6,2003,1164,3,GasA,N,1920,0,2009,239943.381727212
train_7771,87199179,60,8800,1Fam,2,0,8,2003,1158,4,GasA,Y,964,0,2006,130844.864383396
train_7907,87199179,60,10382,1Fam,2,0,7,2003,864,3,GasA,Y,3194,0,2009,202470.459383966
train_7924,87199179,65,8750,1Fam,2,1,6,2003,1094,1,GasA,Y,2715,0,2010,219345.54031735
train_7935,87199179,73,8800,Duplex,2,1,7,2003,1573,4,GasA,N,1686,0,2006,179952.391219345
train_8184,87199179,73,9297,1Fam,2,1,5,2003,1686,2,GasA,Y,832,0,2007,180660.609815481
train_8282,87199179,50,16033,TwnhsE,1,0,3,2003,0,3,GasA,Y,1717,0,2007,149642.039337146
train_8986,87199179,65,6629,TwnhsE,2,0,6,2003,941,3,GasA,Y,1573,0,2006,142943.646770914
train_9163,87199179,,7200,1Fam,1,0,6,2003,975,3,GasA,Y,904,0,2008,186154.549579778
train_9215,87199179,35,11787,Duplex,2,0,6,2003,600,1,GasA,Y,1077,0,2006,119283.75311046
train_9642,87199179,86,7879,1Fam,1,0,6,2003,988,3,GasA,Y,1493,0,2010,185910.596875372
train_9729,87199179,60,12772,1Fam,1,0,8,2003,864,3,GasA,Y,1640,0,2008,178426.835617395
train_9831,87199179,,8012,1Fam,2,1,6,2003,440,3,GasA,Y,2022,0,2009,222019.13200708
train_9915,87199179,59,11443,1Fam,1,0,6,2003,1262,3,GasA,Y,1301,0,2008,128674.809438739
test_127,87199179,,18386,1Fam,2,0,9,2003,696,3,GasA,N,1223,0,2010,
test_273,87199179,103,10207,TwnhsE,2,0,11,2003,742,3,GasA,Y,1850,0,2008,
test_513,87199179,78,3982,1Fam,2,1,7,2003,0,2,GasA,Y,1414,0,2010,
test_595,87199179,60,9786,1Fam,2,1,7,2003,1020,3,GasA,Y,1505,0,2009,
test_837,87199179,47,6240,1Fam,2,1,5,2003,900,3,GasA,Y,1726,0,2007,
test_1062,87199179,60,26178,1Fam,2,1,6,2003,859,3,GasA,Y,2344,0,2007,
test_1089,87199179,,20431,2fmCon,2,1,4,2003,1362,3,GasA,Y,2519,0,2008,
test_1212,87199179,,4800,1Fam,1,0,6,2003,1454,2,GasA,Y,1441,0,2007,
test_1285,87199179,92,4671,1Fam,1,0,6,2003,1029,4,GasA,Y,1440,0,2009,
test_1425,87199179,36,8475,1Fam,3,0,7,2003,600,3,GasA,Y,858,0,2007,
test_1534,87199179,42,8740,1Fam,3,1,6,2003,1614,3,GasA,Y,1600,0,2006,
test_1735,87199179,,12244,1Fam,2,0,5,2003,840,2,GasA,Y,972,0,2009,
test_1758,87199179,,9600,Twnhs,2,1,5,2003,927,3,GasA,N,2183,0,2008,
test_1911,87199179,64,10125,1Fam,1,0,9,2003,1026,3,GasA,Y,1982,0,2009,
test_1934,87199179,65,10382,1Fam,1,0,7,2003,1368,3,GasA,Y,980,0,2009,
test_2219,87199179,120,13346,1Fam,1,1,6,2003,483,3,GasA,Y,1324,0,2006,
test_2237,87199179,80,7943,Duplex,1,0,4,2003,1204,3,GasA,Y,1742,0,2009,
test_2658,87199179,,9313,1Fam,1,0,6,2003,1419,3,GasA,Y,955,0,2007,
test_2886,87199179,90,9000,1Fam,1,0,6,2003,825,1,GasA,Y,1575,0,2006,
test_2923,87199179,65,7535,1Fam,2,0,6,2003,530,3,GasA,Y,1720,0,2007,
